позиция в рейтинге,SKU,название товара,категория,количество продано,выручка,доля выручки %,накопительная доля %,ABC категория,средняя цена продажи,расчётная себестоимость (30%),валовая прибыль,маржа %
936,1060,Снуд байкал,accessories,19.0,10385.0,0.0246,93.763,B,546.58,3115.5,7269.5,70.0
937,264,Шарф взрослый орех,accessories,5.0,10360.0,0.0245,93.7875,B,2072.0,3108.0,7252.0,70.0
938,1122,Свитер Кострома голубой-меланж,knitwear,3.0,10310.0,0.0244,93.812,B,3436.67,3093.0,7217.0,70.0
939,788,Шапка взрослая меринос яркая фуксия,accessories,4.0,10280.0,0.0244,93.8363,B,2570.0,3084.0,7196.0,70.0
940,1329,Платье Ирис из вискозы черное,dresses,2.0,10260.0,0.0243,93.8606,B,5130.0,3078.0,7182.0,70.0
941,2392,Футболка трикотажная шерсть синий,tshirts_longsleeves,3.0,10260.0,0.0243,93.8849,B,3420.0,3078.0,7182.0,70.0
942,2846,Лонгслив трикотажный Ромашки светлая олива,tshirts_longsleeves,3.0,10260.0,0.0243,93.9092,B,3420.0,3078.0,7182.0,70.0
943,2665,Джемпер Алиса шерсть терракот,knitwear,2.0,10230.0,0.0242,93.9335,B,5115.0,3069.0,7161.0,70.0
944,2789,Рубашка женская из тенсела слива,tops_blouses,2.0,10230.0,0.0242,93.9577,B,5115.0,3069.0,7161.0,70.0
945,1192,Джемпер женский грибочки серо-голубой,knitwear,2.0,10200.0,0.0242,93.9818,B,5100.0,3060.0,7140.0,70.0
946,2561,Джемпер женский Грибочки лайм-розовый,knitwear,2.0,10100.0,0.0239,94.0058,B,5050.0,3030.0,7070.0,70.0
947,2672,Джемпер Агата шерсть горячий шоколад,knitwear,2.0,10044.0,0.0238,94.0296,B,5022.0,3013.2,7030.8,70.0
948,1340,Футболка женская с декором желтая,tshirts_longsleeves,4.0,9990.0,0.0237,94.0532,B,2497.5,2997.0,6993.0,70.0
949,2038,Рубашка льняная лимонная,tops_blouses,2.0,9990.0,0.0237,94.0769,B,4995.0,2997.0,6993.0,70.0
950,1057,Платье интерлок макси олива,dresses,2.0,9980.0,0.0236,94.1005,B,4990.0,2994.0,6986.0,70.0
951,2808,Джемпер Кувшинки горчица-зефирный,knitwear,2.0,9972.0,0.0236,94.1242,B,4986.0,2991.6,6980.4,70.0
952,2383,Джемпер Агата шерсть лазурный,knitwear,2.0,9920.0,0.0235,94.1476,B,4960.0,2976.0,6944.0,70.0
953,2238,Шарф взрослый шерсть маренго светлый,accessories,3.0,9900.0,0.0235,94.1711,B,3300.0,2970.0,6930.0,70.0
954,2142,Шапка взрослая белый,accessories,7.0,9880.0,0.0234,94.1945,B,1411.43,2964.0,6916.0,70.0
955,430,Шарф взрослый лаванда,accessories,5.0,9868.0,0.0234,94.2179,B,1973.6,2960.4,6907.6,70.0
956,2387,Шапка взрослая полынь зеленая,accessories,9.0,9844.0,0.0233,94.2412,B,1093.78,2953.2,6890.8,70.0
957,588,Шапка взрослая травяной-пудра,accessories,7.0,9840.0,0.0233,94.2645,B,1405.71,2952.0,6888.0,70.0
958,2381,Джемпер Агата шерсть шампань,knitwear,2.0,9610.0,0.0228,94.2873,B,4805.0,2883.0,6727.0,70.0
959,61,Кардиган на пуговицах беж,knitwear,3.0,9610.0,0.0228,94.31,B,3203.33,2883.0,6727.0,70.0
960,1120,Свитер Кострома лосось,knitwear,3.0,9600.0,0.0227,94.3328,B,3200.0,2880.0,6720.0,70.0
961,1277,Плед лайм,accessories,2.0,9600.0,0.0227,94.3555,B,4800.0,2880.0,6720.0,70.0
962,740,Свитер с горлом бежевый,knitwear,3.0,9600.0,0.0227,94.3783,B,3200.0,2880.0,6720.0,70.0
963,1198,Платье женское на запах корица,dresses,3.0,9580.0,0.0227,94.4009,B,3193.33,2874.0,6706.0,70.0
964,2683,Рубашка женская из тенсела голубая,tops_blouses,2.0,9570.0,0.0227,94.4236,B,4785.0,2871.0,6699.0,70.0
965,1187,Джемпер базовый укороченный черный,knitwear,4.0,9540.0,0.0226,94.4462,B,2385.0,2862.0,6678.0,70.0
966,1297,Худи женское с капюшоном бежевый,tops_blouses,2.0,9540.0,0.0226,94.4688,B,4770.0,2862.0,6678.0,70.0
967,2524,Футболка трикотажная косичка тауп L-XL,tshirts_longsleeves,3.0,9504.0,0.0225,94.4913,B,3168.0,2851.2,6652.8,70.0
968,268,Шарф взрослый травяной,accessories,4.0,9440.0,0.0224,94.5137,B,2360.0,2832.0,6608.0,70.0
969,946,Рубашка вискоза голубая,tops_blouses,3.0,9440.0,0.0224,94.536,B,3146.67,2832.0,6608.0,70.0
970,1038,Свитер базовый круглый ворот молочный,knitwear,3.0,9430.0,0.0223,94.5584,B,3143.33,2829.0,6601.0,70.0
971,1226,Шапка взрослая алый оранжевый,accessories,8.0,9400.0,0.0223,94.5807,B,1175.0,2820.0,6580.0,70.0
972,1304,Юбка трикотажная в рубчик миди мята,skirts,3.0,9324.0,0.0221,94.6027,B,3108.0,2797.2,6526.8,70.0
973,1213,Футболка женская оверсайз с декором бахрома черная,tshirts_longsleeves,4.0,9285.0,0.022,94.6247,B,2321.25,2785.5,6499.5,70.0
974,2108,Шарф взрослый лосось,accessories,4.0,9260.0,0.0219,94.6467,B,2315.0,2778.0,6482.0,70.0
975,2264,Джемпер Агата серо-лавандовый,knitwear,2.0,9234.0,0.0219,94.6685,B,4617.0,2770.2,6463.8,70.0
976,1018,Шапка мужская бини джинс,accessories,10.0,9205.0,0.0218,94.6903,B,920.5,2761.5,6443.5,70.0
977,1206,Топ с горлом в рубчик лайм,tops_blouses,4.0,9200.0,0.0218,94.7121,B,2300.0,2760.0,6440.0,70.0
978,311,Снуд манго,accessories,18.0,9200.0,0.0218,94.7339,B,511.11,2760.0,6440.0,70.0
979,305,Снуд синий джинс,accessories,18.0,9190.0,0.0218,94.7557,B,510.56,2757.0,6433.0,70.0
980,2380,жилет двусторонний стеганый (ежевика),knitwear,2.0,9180.0,0.0217,94.7774,B,4590.0,2754.0,6426.0,70.0
981,2234,Шапка взрослая шерсть маренго светлый,accessories,7.0,9160.0,0.0217,94.7991,B,1308.57,2748.0,6412.0,70.0
982,307,Снуд хаки,accessories,19.0,9050.0,0.0214,94.8206,B,476.32,2715.0,6335.0,70.0
983,1324,Джемпер в рубчик укороченный шоколад,knitwear,4.0,9040.0,0.0214,94.842,B,2260.0,2712.0,6328.0,70.0
984,252,Шарф взрослый фуксия,accessories,4.0,9020.0,0.0214,94.8634,B,2255.0,2706.0,6314.0,70.0
985,880,Джемпер Ромашки зелено-белые,knitwear,2.0,9000.0,0.0213,94.8847,B,4500.0,2700.0,6300.0,70.0
986,803,Снуд брусника,accessories,19.0,8999.0,0.0213,94.906,B,473.63,2699.7,6299.3,70.0
987,519,Брюки трикотаж голубой,pants,3.0,8980.0,0.0213,94.9273,B,2993.33,2694.0,6286.0,70.0
988,822,Водолазка шерсть черный,knitwear,3.0,8855.2,0.021,94.9482,B,2951.73,2656.56,6198.64,70.0
989,303,Снуд маренго,accessories,19.0,8765.0,0.0208,94.969,B,461.32,2629.5,6135.5,70.0
990,2132,Юбка трикотажная прямая шерсть макси винный,skirts,2.0,8740.0,0.0207,94.9897,B,4370.0,2622.0,6118.0,70.0
991,2131,Свитер базовый с горлом шерсть голубой,knitwear,2.0,8700.0,0.0206,95.0103,B,4350.0,2610.0,6090.0,70.0
992,2707,Джемпер Агата шерсть суровый,knitwear,2.0,8680.0,0.0206,95.0309,C,4340.0,2604.0,6076.0,70.0
993,318,Снуд пудра,accessories,18.0,8632.0,0.0204,95.0513,C,479.56,2589.6,6042.4,70.0
994,263,Шарф взрослый синий электрик,accessories,4.0,8600.0,0.0204,95.0717,C,2150.0,2580.0,6020.0,70.0
995,2255,Свеча в стеклянной баночке в ассортименте,other,11.0,8540.0,0.0202,95.0919,C,776.36,2562.0,5978.0,70.0
996,1054,Свитер с горлом светло-серый,knitwear,3.0,8430.0,0.02,95.1119,C,2810.0,2529.0,5901.0,70.0
997,2093,Топ с горлом в рубчик шоколад,tops_blouses,7.0,8400.0,0.0199,95.1318,C,1200.0,2520.0,5880.0,70.0
998,2306,Юбка джинсовая мини зебра оливковая,skirts,2.0,8400.0,0.0199,95.1517,C,4200.0,2520.0,5880.0,70.0
999,2402,Платье трикотажное ажур Колоски макси бургунди,dresses,1.0,8400.0,0.0199,95.1716,C,8400.0,2520.0,5880.0,70.0
1000,1108,Шарф взрослый шерсть красный,accessories,3.0,8380.0,0.0199,95.1914,C,2793.33,2514.0,5866.0,70.0
1001,1019,Шапка мужская бини изумруд,accessories,9.0,8365.0,0.0198,95.2113,C,929.44,2509.5,5855.5,70.0
1002,2781,Брюки женские флисовые серый,pants,2.0,8325.0,0.0197,95.231,C,4162.5,2497.5,5827.5,70.0
1003,241,Шапка взрослая полынь,accessories,7.0,8320.0,0.0197,95.2507,C,1188.57,2496.0,5824.0,70.0
1004,1100,Шарф взрослый шерсть пудра-лаванда,accessories,3.0,8300.0,0.0197,95.2703,C,2766.67,2490.0,5810.0,70.0
1005,2405,Брюки слив заказные 54,pants,1.0,8300.0,0.0197,95.29,C,8300.0,2490.0,5810.0,70.0
1006,248,Шарф взрослый манго,accessories,4.0,8212.0,0.0195,95.3095,C,2053.0,2463.6,5748.4,70.0
1007,1016,Шапка мужская бини черный,accessories,9.0,8200.0,0.0194,95.3289,C,911.11,2460.0,5740.0,70.0
1008,1268,Жилет ромашки лавандово-белый,knitwear,2.0,8200.0,0.0194,95.3483,C,4100.0,2460.0,5740.0,70.0
1009,1021,Шапка мужская бини оранж,accessories,9.0,8185.0,0.0194,95.3677,C,909.44,2455.5,5729.5,70.0
1010,866,Тренч женский розовый,outerwear,1.0,8160.0,0.0193,95.387,C,8160.0,2448.0,5712.0,70.0
1011,2843,Анорак женский флисовый бежевый,outerwear,2.0,8150.0,0.0193,95.4063,C,4075.0,2445.0,5705.0,70.0
1012,1185,Джемпер базовый укороченный желтый,knitwear,4.0,8136.0,0.0193,95.4256,C,2034.0,2440.8,5695.2,70.0
1013,737,Шапка взрослая шерсть бирюза,accessories,5.0,8120.0,0.0192,95.4448,C,1624.0,2436.0,5684.0,70.0
1014,924,Юбка вискоза миди черная,skirts,3.0,8120.0,0.0192,95.4641,C,2706.67,2436.0,5684.0,70.0
1015,2565,Джемпер Грибочки мужской васильковый,knitwear,2.0,8100.0,0.0192,95.4833,C,4050.0,2430.0,5670.0,70.0
1016,2782,Анорак женский флисовый серый,outerwear,2.0,8100.0,0.0192,95.5024,C,4050.0,2430.0,5670.0,70.0
1017,1196,Платье женское на запах сирень,dresses,2.0,8060.0,0.0191,95.5215,C,4030.0,2418.0,5642.0,70.0
1018,853,Тельняшка тонкая лайм-лаванда,tshirts_longsleeves,4.0,8025.0,0.019,95.5405,C,2006.25,2407.5,5617.5,70.0
1019,1163,Шапка взрослая лайм-лаванда,accessories,6.0,8000.0,0.019,95.5595,C,1333.33,2400.0,5600.0,70.0
1020,2599,Свитер Кострома V-вырез изумруд,knitwear,2.0,7980.0,0.0189,95.5784,C,3990.0,2394.0,5586.0,70.0
1021,1031,Шарф взрослый ежевика,accessories,4.0,7970.0,0.0189,95.5973,C,1992.5,2391.0,5579.0,70.0
1022,1145,Шапка взрослая серо-розовый,accessories,7.0,7880.0,0.0187,95.6159,C,1125.71,2364.0,5516.0,70.0
1023,1133,Топ на бретелях атлас черный,tops_blouses,5.0,7860.0,0.0186,95.6346,C,1572.0,2358.0,5502.0,70.0
1024,969,Брюки хлопок широкие в полоску,pants,3.0,7820.0,0.0185,95.6531,C,2606.67,2346.0,5474.0,70.0
1025,2130,Куртка стеганая женская графит круглый ворот,outerwear,1.0,7800.0,0.0185,95.6716,C,7800.0,2340.0,5460.0,70.0
1026,2178,Платье интерлок макси пудра,dresses,1.0,7800.0,0.0185,95.69,C,7800.0,2340.0,5460.0,70.0
1027,251,Шарф взрослый сирень,accessories,4.0,7800.0,0.0185,95.7085,C,1950.0,2340.0,5460.0,70.0
1028,2757,Платье интерлок макси светлый беж,dresses,1.0,7800.0,0.0185,95.727,C,7800.0,2340.0,5460.0,70.0
1029,841,Шапка детская травяной,accessories,8.0,7781.4,0.0184,95.7454,C,972.67,2334.42,5446.98,70.0
1030,1245,Джемпер сердечки детский желтый,knitwear,2.0,7770.0,0.0184,95.7638,C,3885.0,2331.0,5439.0,70.0
1031,1189,Шапка взрослая серо-сизый,accessories,7.0,7740.0,0.0183,95.7822,C,1105.71,2322.0,5418.0,70.0
1032,643,Тельняшка тонкая оранжевый,tshirts_longsleeves,5.0,7700.0,0.0182,95.8004,C,1540.0,2310.0,5390.0,70.0
1033,2385,Юбка джинсовая мини графит,skirts,2.0,7686.0,0.0182,95.8186,C,3843.0,2305.8,5380.2,70.0
1034,1071,Топ на бретелях атлас нефрит,tops_blouses,5.0,7670.0,0.0182,95.8368,C,1534.0,2301.0,5369.0,70.0
1035,1017,Шапка мужская бини серый,accessories,8.0,7610.0,0.018,95.8548,C,951.25,2283.0,5327.0,70.0
1036,2122,Свитер с горлом джинс,pants,2.0,7600.0,0.018,95.8728,C,3800.0,2280.0,5320.0,70.0
1037,2680,Кардиган Оверсайз интерлок черный,knitwear,1.0,7600.0,0.018,95.8908,C,7600.0,2280.0,5320.0,70.0
1038,2882,Юбка трикотажная прямая серо-голубой макси,skirts,2.0,7600.0,0.018,95.9088,C,3800.0,2280.0,5320.0,70.0
1039,1218,Футболка женская оверсайз с декором терракот,tshirts_longsleeves,3.0,7506.0,0.0178,95.9266,C,2502.0,2251.8,5254.2,70.0
1040,63,Топ в рубчик V-вырез черный,tops_blouses,6.0,7470.0,0.0177,95.9443,C,1245.0,2241.0,5229.0,70.0
1041,2190,Шапка взрослая шерсть шампань,accessories,5.0,7460.0,0.0177,95.962,C,1492.0,2238.0,5222.0,70.0
1042,1291,Худи женское с капюшоном темно-серый,tops_blouses,2.0,7440.0,0.0176,95.9796,C,3720.0,2232.0,5208.0,70.0
1043,2660,Юбка фланель мини в клетку шоко с молочным,skirts,2.0,7410.0,0.0176,95.9971,C,3705.0,2223.0,5187.0,70.0
1044,2700,Юбка лапша бургунди миди,skirts,2.0,7410.0,0.0176,96.0147,C,3705.0,2223.0,5187.0,70.0
1045,2529,Сарафан на завязках мини тенсел горох синий,dresses,1.0,7400.0,0.0175,96.0322,C,7400.0,2220.0,5180.0,70.0
1046,31,Кардиган фуксия,knitwear,3.0,7400.0,0.0175,96.0497,C,2466.67,2220.0,5180.0,70.0
1047,2495,Сарафан на бретелях муслин шоколад,dresses,1.0,7380.0,0.0175,96.0672,C,7380.0,2214.0,5166.0,70.0
1048,2542,Сарафан на бретелях муслин морская волна,dresses,1.0,7380.0,0.0175,96.0847,C,7380.0,2214.0,5166.0,70.0
1049,2754,Джемпер мужской грибочки Нью оранжевый,knitwear,1.0,7380.0,0.0175,96.1022,C,7380.0,2214.0,5166.0,70.0
1050,1200,Топ укороченный на бретелях чёрный,tops_blouses,10.0,7355.0,0.0174,96.1196,C,735.5,2206.5,5148.5,70.0
1051,272,Шарф взрослый синий,accessories,3.0,7300.0,0.0173,96.1369,C,2433.33,2190.0,5110.0,70.0
1052,2483,Шорты вискоза синий темно-синий,pants,4.0,7220.0,0.0171,96.154,C,1805.0,2166.0,5054.0,70.0
1053,2608,Юбка трикотажная А-силуэта тауп,skirts,2.0,7220.0,0.0171,96.1711,C,3610.0,2166.0,5054.0,70.0
1054,2622,Юбка трикотажная А-силуэта сливовый,skirts,2.0,7220.0,0.0171,96.1882,C,3610.0,2166.0,5054.0,70.0
1055,2740,Юбка трикотажная прямая серо-лавандовый макси,skirts,2.0,7220.0,0.0171,96.2053,C,3610.0,2166.0,5054.0,70.0
1056,2829,Джемпер Монпансье оранжевый-красный,knitwear,1.0,7220.0,0.0171,96.2224,C,7220.0,2166.0,5054.0,70.0
1057,1042,Джемпер Чешуйки оверсайз джинс,pants,1.0,7200.0,0.0171,96.2395,C,7200.0,2160.0,5040.0,70.0
1058,2363,Платье интерлок миди олива,dresses,1.0,7200.0,0.0171,96.2565,C,7200.0,2160.0,5040.0,70.0
1059,2650,Платье Одри макси тауп ворот стойка,dresses,1.0,7200.0,0.0171,96.2736,C,7200.0,2160.0,5040.0,70.0
1060,2730,Джемпер Вспышка изумруд-слива,knitwear,1.0,7200.0,0.0171,96.2906,C,7200.0,2160.0,5040.0,70.0
1061,578,Шапка взрослая мятный,accessories,6.0,7160.0,0.017,96.3076,C,1193.33,2148.0,5012.0,70.0
